Yelp_Reviews(NYC)
Borough_ID,Borough,Name,Review,Service_name,Type
1,BRONX,Taqueria Tlaxcalli,4,restaurants," Colombian, Empanadas "
1,BRONX,La Masa,3.5,restaurants," Seafood, Italian, American (Traditional) "
1,BRONX,The Original Crab Shanty Restaurant,4,restaurants," American (Traditional), Pubs "
1,BRONX,Bronx Alehouse,4,restaurants," Sports Bars, American (Traditional) "
1,BRONX,The Bronx Public,4,restaurants, Seafood 
1,BRONX,Johnny’s Reef Restaurant,4.5,restaurants," American (Traditional), Speakeasies "
1,BRONX,Beatstro,4.5,restaurants," American (Traditional), Wine Bars "
1,BRONX,The Hill Bistro,4,restaurants," American (New), Latin American, Dominican "
1,BRONX,Leche Y Miel Restaurant,4.5,restaurants," American (New), Seafood, Breakfast & Brunch "
1,BRONX,The Waterfront NYC,4,restaurants, Vietnamese 
1,BRONX,Com Tam Ninh Kieu,4,restaurants," Italian, Pizza "
1,BRONX,Trattoria Zero Otto Nove,3.5,restaurants, Seafood 
1,BRONX,City Island Lobster House,4,restaurants, Diners 
1,BRONX,Jimmy’s Grand Cafe,4,restaurants," Caribbean, Seafood, Bars "
1,BRONX,Fish N’ Ting,4.5,restaurants," American (New), Gastropubs, Burgers "
1,BRONX,Archie’s Tap & Table,4,restaurants," Bars, American (Traditional), Salad "
1,BRONX,Charlie’s Bar & Kitchen,4,restaurants, American (Traditional) 
1,BRONX,Landin Mac & Cheese,4,restaurants, Italian 
1,BRONX,Patricia’s,4,restaurants, Italian 
1,BRONX,Dominick’s Restaurant,4.5,restaurants, Diners 
1,BRONX,George’s Diner & Cafe,4,restaurants, Dominican 
1,BRONX,Ajo Y Oregano,4.5,restaurants," Greek, Seafood, Mediterranean "
1,BRONX,SOFRA - Traditional Greek & Albanian cuisine,4.5,restaurants, Burgers 
1,BRONX,Bronx Burger Bistro,4,restaurants," Seafood, Steakhouses, Caterers "
1,BRONX,Arties Steak & Seafood,4.5,restaurants," Coffee & Tea, Cafes "
1,BRONX,The Boogie Down Grind Café,4,restaurants, American (New) 
1,BRONX,Hudson Garden Grill,4.5,restaurants," Italian, Pizza, Desserts "
1,BRONX,Antonio’s Trattoria,4,restaurants, Latin American 
1,BRONX,Travesias,4,restaurants," Cuban, Latin American "
1,BRONX,Havana Cafe,4.5,restaurants, Mexican 
1,BRONX,Taqueria Tlaxcalli,4,restaurants," Colombian, Empanadas "
1,BRONX,La Masa,3.5,restaurants," Seafood, Italian, American (Traditional) "
1,BRONX,The Original Crab Shanty Restaurant,4,restaurants," American (Traditional), Pubs "
1,BRONX,Bronx Alehouse,4,restaurants," Sports Bars, American (Traditional) "
1,BRONX,The Bronx Public,4,restaurants, Seafood 
1,BRONX,Johnny’s Reef Restaurant,4.5,restaurants," American (Traditional), Speakeasies "
1,BRONX,Beatstro,4.5,restaurants," American (Traditional), Wine Bars "
1,BRONX,The Hill Bistro,4,restaurants," American (New), Latin American, Dominican "
1,BRONX,Leche Y Miel Restaurant,4.5,restaurants," American (New), Seafood, Breakfast & Brunch "
1,BRONX,The Waterfront NYC,4,restaurants, Vietnamese 
1,BRONX,Com Tam Ninh Kieu,4,restaurants," Italian, Pizza "
1,BRONX,Trattoria Zero Otto Nove,3.5,restaurants, Seafood 
1,BRONX,City Island Lobster House,4,restaurants, Diners 
1,BRONX,Jimmy’s Grand Cafe,4,restaurants," Caribbean, Seafood, Bars "
1,BRONX,Fish N’ Ting,4.5,restaurants," American (New), Gastropubs, Burgers "
1,BRONX,Archie’s Tap & Table,4,restaurants," Bars, American (Traditional), Salad "
1,BRONX,Charlie’s Bar & Kitchen,4,restaurants, American (Traditional) 
1,BRONX,Landin Mac & Cheese,4,restaurants, Italian 
1,BRONX,Patricia’s,4,restaurants, Italian 
1,BRONX,Dominick’s Restaurant,4.5,restaurants, Diners 
1,BRONX,George’s Diner & Cafe,4,restaurants, Dominican 
1,BRONX,Ajo Y Oregano,4.5,restaurants," Greek, Seafood, Mediterranean "
1,BRONX,SOFRA - Traditional Greek & Albanian cuisine,4.5,restaurants, Burgers 
1,BRONX,Bronx Burger Bistro,4,restaurants," Seafood, Steakhouses, Caterers "
1,BRONX,Arties Steak & Seafood,4.5,restaurants," Coffee & Tea, Cafes "
1,BRONX,The Boogie Down Grind Café,4,restaurants, American (New) 
1,BRONX,Hudson Garden Grill,4.5,restaurants," Italian, Pizza, Desserts "
1,BRONX,Antonio’s Trattoria,4,restaurants, Latin American 
1,BRONX,Travesias,4,restaurants," Cuban, Latin American "
1,BRONX,Havana Cafe,4.5,restaurants, Mexican 
1,BRONX,Taqueria Tlaxcalli,4,restaurants," Colombian, Empanadas "
1,BRONX,La Masa,3.5,restaurants," Seafood, Italian, American (Traditional) "
1,BRONX,The Original Crab Shanty Restaurant,4,restaurants," American (Traditional), Pubs "
1,BRONX,Bronx Alehouse,4,restaurants," Sports Bars, American (Traditional) "
1,BRONX,The Bronx Public,4,restaurants, Seafood 
1,BRONX,Johnny’s Reef Restaurant,4.5,restaurants," American (Traditional), Speakeasies "
1,BRONX,Beatstro,4.5,restaurants," American (Traditional), Wine Bars "
1,BRONX,The Hill Bistro,4,restaurants," American (New), Latin American, Dominican "
1,BRONX,Leche Y Miel Restaurant,4.5,restaurants," American (New), Seafood, Breakfast & Brunch "
1,BRONX,The Waterfront NYC,4,restaurants, Vietnamese 
1,BRONX,Com Tam Ninh Kieu,4,restaurants," Italian, Pizza "
1,BRONX,Trattoria Zero Otto Nove,3.5,restaurants, Seafood 
1,BRONX,City Island Lobster House,4,restaurants, Diners 
1,BRONX,Jimmy’s Grand Cafe,4,restaurants," Caribbean, Seafood, Bars "
1,BRONX,Fish N’ Ting,4.5,restaurants," American (New), Gastropubs, Burgers "
1,BRONX,Archie’s Tap & Table,4,restaurants," Bars, American (Traditional), Salad "
1,BRONX,Charlie’s Bar & Kitchen,4,restaurants, American (Traditional) 
1,BRONX,Landin Mac & Cheese,4,restaurants, Italian 
1,BRONX,Patricia’s,4,restaurants, Italian 
1,BRONX,Dominick’s Restaurant,4.5,restaurants, Diners 
1,BRONX,George’s Diner & Cafe,4,restaurants, Dominican 
1,BRONX,Ajo Y Oregano,4.5,restaurants," Greek, Seafood, Mediterranean "
1,BRONX,SOFRA - Traditional Greek & Albanian cuisine,4.5,restaurants, Burgers 
1,BRONX,Bronx Burger Bistro,4,restaurants," Seafood, Steakhouses, Caterers "
1,BRONX,Arties Steak & Seafood,4.5,restaurants," Coffee & Tea, Cafes "
1,BRONX,The Boogie Down Grind Café,4,restaurants, American (New) 
1,BRONX,Hudson Garden Grill,4.5,restaurants," Italian, Pizza, Desserts "
1,BRONX,Antonio’s Trattoria,4,restaurants, Latin American 
1,BRONX,Travesias,4,restaurants," Cuban, Latin American "
1,BRONX,Havana Cafe,4.5,restaurants, Mexican 
1,BRONX,Taqueria Tlaxcalli,4,restaurants," Colombian, Empanadas "
1,BRONX,La Masa,3.5,restaurants," Seafood, Italian, American (Traditional) "
1,BRONX,The Original Crab Shanty Restaurant,4,restaurants," American (Traditional), Pubs "
1,BRONX,Bronx Alehouse,4,restaurants," Sports Bars, American (Traditional) "
1,BRONX,The Bronx Public,4,restaurants, Seafood 
1,BRONX,Johnny’s Reef Restaurant,4.5,restaurants," American (Traditional), Speakeasies "
1,BRONX,Beatstro,4.5,restaurants," American (Traditional), Wine Bars "
1,BRONX,The Hill Bistro,4,restaurants," American (New), Latin American, Dominican "
1,BRONX,Leche Y Miel Restaurant,4.5,restaurants," American (New), Seafood, Breakfast & Brunch "
1,BRONX,The Waterfront NYC,4,restaurants, Vietnamese 
1,BRONX,Com Tam Ninh Kieu,4,restaurants," Italian, Pizza "
1,BRONX,Trattoria Zero Otto Nove,3.5,restaurants, Seafood 
1,BRONX,City Island Lobster House,4,restaurants, Diners 
1,BRONX,Jimmy’s Grand Cafe,4,restaurants," Caribbean, Seafood, Bars "
1,BRONX,Fish N’ Ting,4.5,restaurants," American (New), Gastropubs, Burgers "
1,BRONX,Archie’s Tap & Table,4,restaurants," Bars, American (Traditional), Salad "
1,BRONX,Charlie’s Bar & Kitchen,4,restaurants, American (Traditional) 
1,BRONX,Landin Mac & Cheese,4,restaurants, Italian 
1,BRONX,Patricia’s,4,restaurants, Italian 
1,BRONX,Dominick’s Restaurant,4.5,restaurants, Diners 
1,BRONX,George’s Diner & Cafe,4,restaurants, Dominican 
1,BRONX,Ajo Y Oregano,4.5,restaurants," Greek, Seafood, Mediterranean "
1,BRONX,SOFRA - Traditional Greek & Albanian cuisine,4.5,restaurants, Burgers 
1,BRONX,Bronx Burger Bistro,4,restaurants," Seafood, Steakhouses, Caterers "
1,BRONX,Arties Steak & Seafood,4.5,restaurants," Coffee & Tea, Cafes "
1,BRONX,The Boogie Down Grind Café,4,restaurants, American (New) 
1,BRONX,Hudson Garden Grill,4.5,restaurants," Italian, Pizza, Desserts "
1,BRONX,Antonio’s Trattoria,4,restaurants, Latin American 
1,BRONX,Travesias,4,restaurants," Cuban, Latin American "
1,BRONX,Havana Cafe,4.5,restaurants, Mexican 
1,BRONX,Taqueria Tlaxcalli,4,restaurants," Colombian, Empanadas "
1,BRONX,La Masa,3.5,restaurants," Seafood, Italian, American (Traditional) "
1,BRONX,The Original Crab Shanty Restaurant,4,restaurants," American (Traditional), Pubs "
1,BRONX,Bronx Alehouse,4,restaurants," Sports Bars, American (Traditional) "
1,BRONX,The Bronx Public,4,restaurants, Seafood 
1,BRONX,Johnny’s Reef Restaurant,4.5,restaurants," American (Traditional), Speakeasies "
1,BRONX,Beatstro,4.5,restaurants," American (Traditional), Wine Bars "
1,BRONX,The Hill Bistro,4,restaurants," American (New), Latin American, Dominican "
1,BRONX,Leche Y Miel Restaurant,4.5,restaurants," American (New), Seafood, Breakfast & Brunch "
1,BRONX,The Waterfront NYC,4,restaurants, Vietnamese 
1,BRONX,Com Tam Ninh Kieu,4,restaurants," Italian, Pizza "
1,BRONX,Trattoria Zero Otto Nove,3.5,restaurants, Seafood 
1,BRONX,City Island Lobster House,4,restaurants, Diners 
1,BRONX,Jimmy’s Grand Cafe,4,restaurants," Caribbean, Seafood, Bars "
1,BRONX,Fish N’ Ting,4.5,restaurants," American (New), Gastropubs, Burgers "
1,BRONX,Archie’s Tap & Table,4,restaurants," Bars, American (Traditional), Salad "
1,BRONX,Charlie’s Bar & Kitchen,4,restaurants, American (Traditional) 
1,BRONX,Landin Mac & Cheese,4,restaurants, Italian 
1,BRONX,Patricia’s,4,restaurants, Italian 
1,BRONX,Dominick’s Restaurant,4.5,restaurants, Diners 
1,BRONX,George’s Diner & Cafe,4,restaurants, Dominican 
1,BRONX,Ajo Y Oregano,4.5,restaurants," Greek, Seafood, Mediterranean "
1,BRONX,SOFRA - Traditional Greek & Albanian cuisine,4.5,restaurants, Burgers 
1,BRONX,Bronx Burger Bistro,4,restaurants," Seafood, Steakhouses, Caterers "
1,BRONX,Arties Steak & Seafood,4.5,restaurants," Coffee & Tea, Cafes "
1,BRONX,The Boogie Down Grind Café,4,restaurants, American (New) 
1,BRONX,Hudson Garden Grill,4.5,restaurants," Italian, Pizza, Desserts "
1,BRONX,Antonio’s Trattoria,4,restaurants, Latin American 
1,BRONX,Travesias,4,restaurants," Cuban, Latin American "
1,BRONX,Havana Cafe,4.5,restaurants, Mexican 
1,BRONX,Taqueria Tlaxcalli,4,restaurants," Colombian, Empanadas "
1,BRONX,La Masa,3.5,restaurants," Seafood, Italian, American (Traditional) "
1,BRONX,The Original Crab Shanty Restaurant,4,restaurants," American (Traditional), Pubs "
1,BRONX,Bronx Alehouse,4,restaurants," Sports Bars, American (Traditional) "
1,BRONX,The Bronx Public,4,restaurants, Seafood 
1,BRONX,Johnny’s Reef Restaurant,4.5,restaurants," American (Traditional), Speakeasies "
1,BRONX,Beatstro,4.5,restaurants," American (Traditional), Wine Bars "
1,BRONX,The Hill Bistro,4,restaurants," American (New), Latin American, Dominican "
1,BRONX,Leche Y Miel Restaurant,4.5,restaurants," American (New), Seafood, Breakfast & Brunch "
1,BRONX,The Waterfront NYC,4,restaurants, Vietnamese 
1,BRONX,Com Tam Ninh Kieu,4,restaurants," Italian, Pizza "
1,BRONX,Trattoria Zero Otto Nove,3.5,restaurants, Seafood 
1,BRONX,City Island Lobster House,4,restaurants, Diners 
1,BRONX,Jimmy’s Grand Cafe,4,restaurants," Caribbean, Seafood, Bars "
1,BRONX,Fish N’ Ting,4.5,restaurants," American (New), Gastropubs, Burgers "
1,BRONX,Archie’s Tap & Table,4,restaurants," Bars, American (Traditional), Salad "
1,BRONX,Charlie’s Bar & Kitchen,4,restaurants, American (Traditional) 
1,BRONX,Landin Mac & Cheese,4,restaurants, Italian 
1,BRONX,Patricia’s,4,restaurants, Italian 
1,BRONX,Dominick’s Restaurant,4.5,restaurants, Diners 
1,BRONX,George’s Diner & Cafe,4,restaurants, Dominican 
1,BRONX,Ajo Y Oregano,4.5,restaurants," Greek, Seafood, Mediterranean "
1,BRONX,SOFRA - Traditional Greek & Albanian cuisine,4.5,restaurants, Burgers 
1,BRONX,Bronx Burger Bistro,4,restaurants," Seafood, Steakhouses, Caterers "
1,BRONX,Arties Steak & Seafood,4.5,restaurants," Coffee & Tea, Cafes "
1,BRONX,The Boogie Down Grind Café,4,restaurants, American (New) 
1,BRONX,Hudson Garden Grill,4.5,restaurants," Italian, Pizza, Desserts "
1,BRONX,Antonio’s Trattoria,4,restaurants, Latin American 
1,BRONX,Travesias,4,restaurants," Cuban, Latin American "
1,BRONX,Havana Cafe,4.5,restaurants, Mexican 
1,BRONX,Taqueria Tlaxcalli,4,restaurants," Colombian, Empanadas "
1,BRONX,La Masa,3.5,restaurants," Seafood, Italian, American (Traditional) "
1,BRONX,The Original Crab Shanty Restaurant,4,restaurants," American (Traditional), Pubs "
1,BRONX,Bronx Alehouse,4,restaurants," Sports Bars, American (Traditional) "
1,BRONX,The Bronx Public,4,restaurants, Seafood 
1,BRONX,Johnny’s Reef Restaurant,4.5,restaurants," American (Traditional), Speakeasies "
1,BRONX,Beatstro,4.5,restaurants," American (Traditional), Wine Bars "
1,BRONX,The Hill Bistro,4,restaurants," American (New), Latin American, Dominican "
1,BRONX,Leche Y Miel Restaurant,4.5,restaurants," American (New), Seafood, Breakfast & Brunch "
1,BRONX,The Waterfront NYC,4,restaurants, Vietnamese 
1,BRONX,Com Tam Ninh Kieu,4,restaurants," Italian, Pizza "
1,BRONX,Trattoria Zero Otto Nove,3.5,restaurants, Seafood 
1,BRONX,City Island Lobster House,4,restaurants, Diners 
1,BRONX,Jimmy’s Grand Cafe,4,restaurants," Caribbean, Seafood, Bars "
1,BRONX,Fish N’ Ting,4.5,restaurants," American (New), Gastropubs, Burgers "
1,BRONX,Archie’s Tap & Table,4,restaurants," Bars, American (Traditional), Salad "
1,BRONX,Charlie’s Bar & Kitchen,4,restaurants, American (Traditional) 
1,BRONX,Landin Mac & Cheese,4,restaurants, Italian 
1,BRONX,Patricia’s,4,restaurants, Italian 
1,BRONX,Dominick’s Restaurant,4.5,restaurants, Diners 
1,BRONX,George’s Diner & Cafe,4,restaurants, Dominican 
1,BRONX,Ajo Y Oregano,4.5,restaurants," Greek, Seafood, Mediterranean "
1,BRONX,SOFRA - Traditional Greek & Albanian cuisine,4.5,restaurants, Burgers 
1,BRONX,Bronx Burger Bistro,4,restaurants," Seafood, Steakhouses, Caterers "
1,BRONX,Arties Steak & Seafood,4.5,restaurants," Coffee & Tea, Cafes "
1,BRONX,The Boogie Down Grind Café,4,restaurants, American (New) 
1,BRONX,Hudson Garden Grill,4,Nightlife, Lounges 
1,BRONX,Skyline Bar,4.5,Nightlife, Hookah Bars 
1,BRONX,Lotus Lounge,5,Nightlife," American (New), Lounges "
1,BRONX,Boca Restaurant and Lounge,3.5,Nightlife," Hookah Bars, Cocktail Bars "
1,BRONX,Illusions Hookah & Mixology Lounge,5,Nightlife, Club Crawl 
1,BRONX,The Garage,5,Nightlife," Bars, American (Traditional), Indian "
1,BRONX,The Last Stop,4.5,Entertainment," Italian, Pizza, Desserts "
1,BRONX,Plush101 lounge,4.5,Entertainment, Botanical Gardens 
1,BRONX,Antonio’s Trattoria,4,Entertainment, Zoos 
1,BRONX,New York Botanical Garden,4.5,Entertainment, Mexican 
1,BRONX,Bronx Zoo,4,Entertainment," Italian, Pizza "
1,BRONX,Taqueria Tlaxcalli,4,Entertainment," American (Traditional), Pubs "
1,BRONX,Trattoria Zero Otto Nove,4,Entertainment," Cuban, Latin American "
1,BRONX,Bronx Alehouse,4,Entertainment, Latin American 
1,BRONX,Havana Cafe,4.5,Entertainment," Delis, Cheese Shops "
1,BRONX,Travesias,4,Entertainment," Colombian, Empanadas "
1,BRONX,Casa Della Mozzarella Italian Deli,4.5,Entertainment," Italian, Pizza, Desserts "
1,BRONX,La Masa,4.5,Entertainment, Botanical Gardens 
1,BRONX,Antonio’s Trattoria,4,Entertainment, Zoos 
1,BRONX,New York Botanical Garden,4.5,Entertainment, Mexican 
1,BRONX,Bronx Zoo,4,Entertainment," Italian, Pizza "
1,BRONX,Taqueria Tlaxcalli,4,Entertainment," American (Traditional), Pubs "
1,BRONX,Trattoria Zero Otto Nove,4,Entertainment," Cuban, Latin American "
1,BRONX,Bronx Alehouse,4,Entertainment, Latin American 
1,BRONX,Havana Cafe,4.5,Entertainment," Delis, Cheese Shops "
1,BRONX,Travesias,4,Entertainment," Colombian, Empanadas "
1,BRONX,Casa Della Mozzarella Italian Deli,4.5,Entertainment," Italian, Pizza, Desserts "
1,BRONX,La Masa,4.5,Entertainment, Botanical Gardens 
1,BRONX,Antonio’s Trattoria,4,Entertainment, Zoos 
1,BRONX,New York Botanical Garden,4.5,Entertainment, Mexican 
1,BRONX,Bronx Zoo,4,Entertainment," Italian, Pizza "
1,BRONX,Taqueria Tlaxcalli,4,Entertainment," American (Traditional), Pubs "
1,BRONX,Trattoria Zero Otto Nove,4,Entertainment," Cuban, Latin American "
1,BRONX,Bronx Alehouse,4,Entertainment, Latin American 
1,BRONX,Havana Cafe,4.5,Entertainment," Delis, Cheese Shops "
1,BRONX,Travesias,4,Entertainment," Colombian, Empanadas "
1,BRONX,Casa Della Mozzarella Italian Deli,4.5,Entertainment," Italian, Pizza, Desserts "
1,BRONX,La Masa,4.5,Entertainment, Botanical Gardens 
1,BRONX,Antonio’s Trattoria,4,Entertainment, Zoos 
1,BRONX,New York Botanical Garden,4.5,Entertainment, Mexican 
1,BRONX,Bronx Zoo,4,Entertainment," Italian, Pizza "
1,BRONX,Taqueria Tlaxcalli,4,Entertainment," American (Traditional), Pubs "
1,BRONX,Trattoria Zero Otto Nove,4,Entertainment," Cuban, Latin American "
1,BRONX,Bronx Alehouse,4,Entertainment, Latin American 
1,BRONX,Havana Cafe,4.5,Entertainment," Delis, Cheese Shops "
1,BRONX,Travesias,4,Entertainment," Colombian, Empanadas "
1,BRONX,Casa Della Mozzarella Italian Deli,4.5,Entertainment," Italian, Pizza, Desserts "
1,BRONX,La Masa,4.5,Entertainment, Botanical Gardens 
1,BRONX,Antonio’s Trattoria,4,Entertainment, Zoos 
1,BRONX,New York Botanical Garden,4.5,Entertainment, Mexican 
1,BRONX,Bronx Zoo,4,Entertainment," Italian, Pizza "
1,BRONX,Taqueria Tlaxcalli,4,Entertainment," American (Traditional), Pubs "
1,BRONX,Trattoria Zero Otto Nove,4,Entertainment," Cuban, Latin American "
1,BRONX,Bronx Alehouse,4,Entertainment, Latin American 
1,BRONX,Havana Cafe,4.5,Entertainment," Delis, Cheese Shops "
1,BRONX,Travesias,4,Entertainment," Colombian, Empanadas "
1,BRONX,Casa Della Mozzarella Italian Deli,4.5,Entertainment," Italian, Pizza, Desserts "
1,BRONX,La Masa,4.5,Entertainment, Botanical Gardens 
1,BRONX,Antonio’s Trattoria,4,Entertainment, Zoos 
1,BRONX,New York Botanical Garden,4.5,Entertainment, Mexican 
1,BRONX,Bronx Zoo,4,Entertainment," Italian, Pizza "
1,BRONX,Taqueria Tlaxcalli,4,Entertainment," American (Traditional), Pubs "
1,BRONX,Trattoria Zero Otto Nove,4,Entertainment," Cuban, Latin American "
1,BRONX,Bronx Alehouse,4,Entertainment, Latin American 
1,BRONX,Havana Cafe,4.5,Entertainment," Delis, Cheese Shops "
1,BRONX,Travesias,4,Entertainment," Colombian, Empanadas "
1,BRONX,Casa Della Mozzarella Italian Deli,4.5,Entertainment," Italian, Pizza, Desserts "
1,BRONX,La Masa,4.5,Entertainment, Botanical Gardens 
1,BRONX,Antonio’s Trattoria,4,Entertainment, Zoos 
1,BRONX,New York Botanical Garden,4.5,Entertainment, Mexican 
1,BRONX,Bronx Zoo,4,Entertainment," Italian, Pizza "
1,BRONX,Taqueria Tlaxcalli,4,Entertainment," American (Traditional), Pubs "
1,BRONX,Trattoria Zero Otto Nove,4,Entertainment," Cuban, Latin American "
1,BRONX,Bronx Alehouse,4,Entertainment, Latin American 
1,BRONX,Havana Cafe,4.5,Entertainment," Delis, Cheese Shops "
1,BRONX,Travesias,4,Entertainment," Colombian, Empanadas "
1,BRONX,Casa Della Mozzarella Italian Deli,4.5,Entertainment," Italian, Pizza, Desserts "
1,BRONX,La Masa,4.5,Entertainment, Botanical Gardens 
1,BRONX,Antonio’s Trattoria,4,Entertainment, Zoos 
1,BRONX,New York Botanical Garden,4.5,Entertainment, Mexican 
1,BRONX,Bronx Zoo,4,Entertainment," Italian, Pizza "
1,BRONX,Taqueria Tlaxcalli,4,Entertainment," American (Traditional), Pubs "
1,BRONX,Trattoria Zero Otto Nove,4,Entertainment," Cuban, Latin American "
1,BRONX,Bronx Alehouse,4,Entertainment, Latin American 
1,BRONX,Havana Cafe,4.5,Entertainment," Delis, Cheese Shops "
1,BRONX,Travesias,4,Entertainment," Colombian, Empanadas "
2,BROOKLYN,Los Tacos No.1,4,restaurants," American (Traditional), Gastropubs "
2,BROOKLYN,Burger & Lobster,4.5,restaurants," Bars, Breakfast & Brunch, Sicilian "
2,BROOKLYN,The High Line,5,restaurants," Turkish, Mediterranean "
2,BROOKLYN,Uglyduckling,5,restaurants," American (New), Beer Bar, Wine Bars "
2,BROOKLYN,Concrete,4,restaurants," American (New), Breakfast & Brunch "
2,BROOKLYN,Tava Turkish and Mediterranean,4.5,restaurants," Korean, Bars "
2,BROOKLYN,Bernie’s,4.5,restaurants," Italian, Gluten-Free, Salad "
2,BROOKLYN,Buttermilk Channel,4.5,restaurants, Pizza 
2,BROOKLYN,Silver Factory,4,restaurants, Steakhouses 
2,BROOKLYN,Mariella,4,restaurants," Coffee & Tea, Desserts, Breakfast & Brunch "
2,BROOKLYN,Juliana’s Pizza,4,restaurants," American (New), Cocktail Bars "
2,BROOKLYN,Peter Luger,4.5,restaurants," American (New), Bars, Seafood "
2,BROOKLYN,Milk & Honey Cafe,4,restaurants, Seafood 
2,BROOKLYN,Bijan’s,4.5,restaurants," Vegan, Vegetarian "
2,BROOKLYN,Baron’s,4,restaurants," Cajun/Creole, Barbeque, Soul Food "
2,BROOKLYN,Red Hook Lobster Pound,4,restaurants," French, Cocktail Bars, Seafood "
2,BROOKLYN,Greedi Vegan,4,restaurants," Vietnamese, Gastropubs, Cocktail Bars "
2,BROOKLYN,Soco,4.5,restaurants," American (Traditional), Comfort Food "
2,BROOKLYN,Mominette,4.5,restaurants," American (New), French, Bars "
2,BROOKLYN,Bricolage,4.5,restaurants," Mediterranean, Turkish, Seafood "
2,BROOKLYN,The Brooklyn Tree,4,restaurants, Shanghainese 
2,BROOKLYN,Gentleman Farmer - Fort Greene,4,restaurants," Vietnamese, Coffee & Tea, Salad "
2,BROOKLYN,Seed,4,restaurants," Southern, American (Traditional), Bars "
2,BROOKLYN,Yaso Tangbao,4,restaurants," Barbeque, Bars, American (Traditional) "
2,BROOKLYN,5ive Spice,4,restaurants," Southern, Breakfast & Brunch, American (Traditional) "
2,BROOKLYN,Peaches HotHouse,4,restaurants," Breakfast & Brunch, Mediterranean, Beer, Wine & Spirits "
2,BROOKLYN,Mable’s Smokehouse & Banquet Hall,4.5,restaurants," Cajun/Creole, Seafood, Southern "
2,BROOKLYN,Sweet Chick,5,restaurants," Italian, Breakfast & Brunch "
2,BROOKLYN,Olea,4.5,restaurants, Hot Pot 
2,BROOKLYN,Lowerline,5,restaurants, Taiwanese 
2,BROOKLYN,Flora,4,restaurants," American (Traditional), Gastropubs "
2,BROOKLYN,Laojie Hotpot,4.5,restaurants," Bars, Breakfast & Brunch, Sicilian "
2,BROOKLYN,Fan Fried Rice Bar,5,restaurants," Turkish, Mediterranean "
2,BROOKLYN,Uglyduckling,5,restaurants," American (New), Beer Bar, Wine Bars "
2,BROOKLYN,Concrete,4,restaurants," American (New), Breakfast & Brunch "
2,BROOKLYN,Tava Turkish and Mediterranean,4.5,restaurants," Korean, Bars "
2,BROOKLYN,Bernie’s,4.5,restaurants," Italian, Gluten-Free, Salad "
2,BROOKLYN,Buttermilk Channel,4.5,restaurants, Pizza 
2,BROOKLYN,Silver Factory,4,restaurants, Steakhouses 
2,BROOKLYN,Mariella,4,restaurants," Coffee & Tea, Desserts, Breakfast & Brunch "
2,BROOKLYN,Juliana’s Pizza,4,restaurants," American (New), Cocktail Bars "
